Respondent,Age,Country,EdLevel,YearsCodePro
19266,29.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19267,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19269,48.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0
19272,29.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19278,33.0,United States,Associate degree,15.0
19279,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19281,48.0,United States,Some college/university study without earning a degree,25.0
19289,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
19292,31.0,Russian Federation,Primary/elementary school,8.0
19295,26.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19297,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19300,50.0,France,"Professional degree (JD, MD, etc.)",30.0
19301,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19308,21.0,Brazil,Associate degree,3.0
19310,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19312,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19316,31.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19317,24.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19318,38.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
19320,26.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
19322,29.0,United States,Some college/university study without earning a degree,2.0
19323,30.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19325,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0
19326,27.0,United States,Some college/university study without earning a degree,7.0
19333,40.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
19335,46.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19336,24.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
19337,29.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
19338,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
19339,52.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0
19341,29.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",1.0
19342,31.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
19354,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
19355,29.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",6.0
19356,27.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19358,30.0,United States,Some college/university study without earning a degree,10.0
19370,45.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
19371,28.0,Mexico,"Professional degree (JD, MD, etc.)",1.0
19372,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
19373,24.0,Singapore,Primary/elementary school,6.0
19375,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19376,23.0,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
19380,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
19381,28.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19382,21.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
19383,40.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
19386,33.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
19387,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19391,28.0,Germany,Some college/university study without earning a degree,4.0
19392,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18.0
19393,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19394,49.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
19396,48.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0
19398,30.0,United States,Associate degree,7.0
19399,49.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19400,41.0,Czech Republic,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
19402,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
19404,21.0,Costa Rica,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19405,29.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19406,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19408,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19409,36.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
19410,37.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
19412,22.0,Mexico,Some college/university study without earning a degree,1.0
19413,36.0,Pakistan,Some college/university study without earning a degree,14.0
19415,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0
19416,27.0,United States,Associate degree,4.0
19417,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19419,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19422,39.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
19425,40.0,United States,Some college/university study without earning a degree,12.0
19427,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19432,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19434,31.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19435,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19439,40.0,Kyrgyzstan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
19442,29.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
19449,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19451,35.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
19452,25.0,Romania,Some college/university study without earning a degree,1.0
19454,23.0,United Kingdom,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0
19455,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19456,24.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19457,22.0,Brazil,Some college/university study without earning a degree,8.0
19458,32.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
19461,29.0,United States,Some college/university study without earning a degree,4.0
19463,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
19466,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19469,24.0,Slovakia,Some college/university study without earning a degree,1.0
19470,33.0,Colombia,Some college/university study without earning a degree,3.0
19471,27.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19474,38.0,United States,Some college/university study without earning a degree,4.0
19476,27.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
19477,33.0,Portugal,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
19478,43.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",21.0
19479,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19480,44.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
19482,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19485,36.0,Denmark,"Other doctoral degree (Ph.D, Ed.D., etc.)",12.0
19487,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19488,24.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19491,30.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19492,26.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
19493,26.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19494,26.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19496,55.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0
19497,46.0,Serbia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19498,40.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18.0
19500,32.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
19501,27.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19503,40.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
19504,25.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19511,37.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19514,30.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19515,28.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
19518,29.0,Portugal,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19520,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19526,25.0,Lithuania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19527,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
19528,40.0,Germany,Some college/university study without earning a degree,15.0
19529,25.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19531,21.0,United States,Some college/university study without earning a degree,2.0
19532,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19533,37.0,United States,"Professional degree (JD, MD, etc.)",20.0
19535,27.0,Poland,Some college/university study without earning a degree,2.0
19536,34.0,United Kingdom,Associate degree,15.0
19537,29.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19539,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19543,50.0,Germany,Associate degree,28.0
19548,42.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0
19550,23.0,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
19555,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19556,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
19557,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19558,26.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19563,41.0,Italy,"Other doctoral degree (Ph.D, Ed.D., etc.)",10.0
19564,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19565,23.0,South Korea,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19567,29.0,China,,1.0
19568,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19570,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19571,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19575,55.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
19577,28.0,Egypt,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19578,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
19579,32.0,United States,Some college/university study without earning a degree,4.0
19580,27.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19581,24.0,Austria,Some college/university study without earning a degree,5.0
19586,22.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19588,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
19596,35.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
19597,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19599,27.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19604,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
19607,28.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19608,31.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19609,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19613,21.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
19616,26.0,Cameroon,Associate degree,3.0
19618,27.0,Croatia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19619,28.0,Bulgaria,Some college/university study without earning a degree,3.0
19621,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19622,31.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
19623,53.0,United States,Some college/university study without earning a degree,22.0
19625,58.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",35.0
19626,48.0,Ireland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
19627,25.0,United States,Some college/university study without earning a degree,2.0
19630,31.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19633,31.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",2.0
19638,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19639,31.0,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19640,34.0,Austria,Associate degree,15.0
19645,25.0,Brazil,Some college/university study without earning a degree,9.0
19646,23.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
19648,22.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19649,21.0,Brazil,Some college/university study without earning a degree,2.0
19650,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19653,23.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19656,24.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19658,29.0,Sweden,Some college/university study without earning a degree,0.5
19660,37.0,Finland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0.5
19661,40.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
19662,22.0,United States,Some college/university study without earning a degree,1.0
19664,35.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19665,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19667,29.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19670,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19674,27.0,Canada,Associate degree,1.0
19676,29.0,United Kingdom,Some college/university study without earning a degree,5.0
19677,28.0,Peru,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19678,42.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13.0
19681,32.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
19683,20.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
19692,47.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
19695,36.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
19696,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
19699,24.0,Egypt,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19701,32.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",7.0
19702,40.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
19705,22.0,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
19706,27.0,Mexico,Some college/university study without earning a degree,9.0
19708,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
19711,49.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0
19713,25.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19714,31.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19715,29.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19716,30.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
19717,45.0,United States,Some college/university study without earning a degree,22.0
19719,40.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
19721,31.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19724,37.0,Japan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",14.0
19725,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19734,27.0,Sweden,Some college/university study without earning a degree,3.0
19736,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19737,31.0,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
19738,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19739,36.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19740,28.0,Canada,Associate degree,8.0
19743,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19744,35.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
19746,31.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19747,30.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19751,30.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19754,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19756,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
19760,27.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19764,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
19765,38.0,Germany,Some college/university study without earning a degree,8.0
19770,38.0,Finland,Some college/university study without earning a degree,16.0
19773,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19775,61.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",35.0
19776,25.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
19777,24.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1.0
19780,28.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
19781,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
19782,30.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19785,46.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
19786,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
19788,27.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
19789,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
19790,26.0,China,Some college/university study without earning a degree,1.0
19791,40.0,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
19792,37.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
19795,26.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19798,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0
19803,30.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
19804,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19806,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
19811,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
19813,38.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18.0
19818,31.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
19820,43.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19823,31.0,Austria,Some college/university study without earning a degree,3.0
19824,51.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",25.0
19826,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
19828,32.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
19829,36.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
19830,34.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
19831,30.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
19832,26.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
19833,35.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",11.0
19834,30.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
19835,23.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0
19837,40.0,Panama,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
19839,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
19842,22.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0
19843,26.0,Argentina,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
